name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"53.562762,9.573723",2023-10-10,18.8,12.4,15.5,18.8,12.4,15.5,14.0,91.0,0.293,100,16.67,rain,0.0,0.0,33.8,19.4,224.0,1016.7,99.9,21.1,58.5,5.2,4,,2023-10-10T07:38:54,2023-10-10T18:37:47,0.86,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-10-11,18.2,15.1,16.6,18.2,15.1,16.6,13.7,83.4,8.783,100,25.0,rain,0.0,0.0,59.4,28.7,230.1,1008.9,98.6,25.9,29.5,2.6,2,,2023-10-11T07:40:44,2023-10-11T18:35:25,0.89,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-10-12,15.5,10.1,12.9,15.5,10.1,12.9,10.5,86.4,6.563,100,33.33,rain,0.0,0.0,52.9,18.9,259.4,1011.9,71.5,28.9,68.5,6.0,4,,2023-10-12T07:42:34,2023-10-12T18:33:05,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-10-13,20.8,11.6,16.7,20.8,11.6,16.7,14.9,89.6,10.367,100,70.83,rain,0.0,0.0,86.0,41.0,203.7,1004.1,95.0,24.9,26.0,2.3,1,,2023-10-13T07:44:24,2023-10-13T18:30:45,0.96,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-10-14,17.6,7.6,11.7,17.6,4.2,11.1,8.4,80.7,8.563,100,83.33,rain,0.0,0.0,73.8,34.9,252.3,1004.3,49.8,32.8,59.5,5.0,4,,2023-10-14T07:46:15,2023-10-14T18:28:26,0.0,"Rain, Partially cloudy",Becoming cloudy in the afternoon with a chance of rain throughout the day.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-10-15,9.6,5.8,7.0,7.5,2.2,4.3,5.3,89.2,21.354,100,100.0,rain,0.0,0.0,47.2,25.2,251.8,1015.0,66.8,28.5,77.7,6.7,4,,2023-10-15T07:48:06,2023-10-15T18:26:07,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-10-16,10.8,3.9,7.5,10.8,2.8,6.3,5.8,89.3,1.295,100,58.33,rain,0.0,0.0,29.5,14.7,259.2,1020.5,79.7,33.3,54.5,4.6,3,,2023-10-16T07:49:57,2023-10-16T18:23:50,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-10-17,12.3,1.2,7.6,12.3,1.2,7.6,5.1,85.8,0.0,0,0.0,,0.0,0.0,13.3,8.0,170.7,1021.5,33.4,25.1,57.3,5.0,3,,2023-10-17T07:51:49,2023-10-17T18:21:33,0.09,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-10-18,11.1,-0.4,5.5,11.1,-1.6,4.2,3.0,85.6,0.0,0,0.0,,0.0,0.0,41.8,20.2,99.3,1014.0,58.7,19.6,81.3,7.0,3,,2023-10-18T07:53:41,2023-10-18T18:19:17,0.13,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-10-19,7.9,6.6,7.3,4.9,2.8,3.9,5.5,89.1,8.455,100,79.17,rain,0.0,0.0,47.2,25.0,93.1,999.1,100.0,16.8,16.1,1.4,1,,2023-10-19T07:55:33,2023-10-19T18:17:02,0.17,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-10-20,7.5,5.7,6.6,4.1,1.5,2.3,5.6,93.8,24.737,100,100.0,rain,0.0,0.0,68.4,36.8,83.8,991.2,100.0,12.9,8.7,0.8,0,,2023-10-20T07:57:26,2023-10-20T18:14:48,0.2,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-10-21,13.2,5.6,8.1,13.2,2.1,6.2,7.8,98.3,6.162,100,50.0,rain,0.0,0.0,43.9,18.4,122.0,994.3,68.4,13.8,21.0,1.8,1,,2023-10-21T07:59:19,2023-10-21T18:12:35,0.24,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-10-22,13.8,7.0,10.2,13.8,4.3,9.1,8.3,88.4,0.679,100,16.67,rain,0.0,0.0,44.6,24.4,186.2,1004.7,38.8,39.0,30.3,2.5,1,,2023-10-22T08:01:12,2023-10-22T18:10:23,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-10-23,13.6,2.8,8.3,13.6,1.3,7.3,6.8,91.3,0.0,0,0.0,,0.0,0.0,20.9,10.5,207.0,1013.2,43.1,18.4,75.1,6.5,4,,2023-10-23T08:03:06,2023-10-23T18:08:13,0.31,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-10-24,12.6,5.9,10.4,12.6,4.1,9.9,9.8,96.2,1.391,100,50.0,rain,0.0,0.0,35.3,17.0,125.6,1004.7,90.2,21.1,12.8,1.2,1,,2023-10-24T08:04:59,2023-10-24T18:06:03,0.34,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-10-25,14.3,5.3,9.7,14.3,3.2,8.9,8.4,92.1,0.001,100,4.17,rain,0.0,0.0,29.5,17.2,130.1,1000.0,46.9,17.3,65.2,5.6,3,,2023-10-25T08:06:54,2023-10-25T18:03:54,0.38,"Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning rain.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-10-26,11.6,8.7,10.1,11.6,7.0,9.1,8.7,91.8,0.011,100,33.33,rain,0.0,0.0,31.3,16.2,50.8,996.2,96.7,27.1,26.5,2.5,1,,2023-10-26T08:08:48,2023-10-26T18:01:47,0.41,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-10-27,9.5,8.4,9.0,8.1,6.3,7.2,8.2,95.1,4.368,100,70.83,rain,0.0,0.0,31.7,16.1,78.2,995.1,99.8,28.4,16.7,1.5,1,,2023-10-27T08:10:42,2023-10-27T17:59:41,0.45,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-10-28,11.1,7.3,9.0,11.1,5.1,7.6,8.5,97.3,3.792,100,75.0,rain,0.0,0.0,29.9,14.9,118.5,998.1,90.6,17.3,14.5,1.3,1,,2023-10-28T08:12:37,2023-10-28T17:57:36,0.5,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-10-29,16.1,7.7,11.9,16.1,5.5,11.5,9.8,87.6,6.029,100,58.33,rain,0.0,0.0,60.1,32.9,182.4,994.4,78.9,30.7,36.9,3.4,3,,2023-10-29T07:14:32,2023-10-29T16:55:33,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-10-30,14.8,10.1,11.8,14.8,10.1,11.8,9.4,85.4,2.777,100,16.67,rain,0.0,0.0,50.0,24.6,203.3,998.8,66.5,38.6,51.8,4.6,3,,2023-10-30T07:16:27,2023-10-30T16:53:31,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-10-31,11.9,3.9,9.1,11.9,2.0,8.5,8.5,96.3,16.632,100,70.83,rain,0.0,0.0,55.1,26.6,259.9,997.4,87.8,19.2,14.8,1.3,1,,2023-10-31T07:18:22,2023-10-31T16:51:30,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-11-01,12.8,5.5,9.5,12.8,4.1,8.7,8.4,93.0,0.307,100,25.0,rain,0.0,0.0,40.7,19.4,145.0,1001.6,93.8,29.3,19.7,1.7,1,,2023-11-01T07:20:17,2023-11-01T16:49:31,0.62,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-11-02,13.5,8.1,11.2,13.5,5.4,10.5,7.5,78.6,0.0,0,0.0,,0.0,0.0,60.5,30.5,145.4,985.7,83.3,45.5,19.5,1.6,1,,2023-11-02T07:22:13,2023-11-02T16:47:34,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-11-03,11.6,7.9,9.8,11.6,5.4,8.5,6.2,78.1,0.001,100,4.17,rain,0.0,0.0,56.9,25.4,183.3,982.9,60.8,40.1,29.2,2.6,2,,2023-11-03T07:24:08,2023-11-03T16:45:38,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-11-04,11.3,4.4,8.0,11.3,1.3,5.5,4.9,81.6,2.067,100,16.67,rain,0.0,0.0,48.6,22.8,165.4,983.0,61.9,38.7,30.3,2.6,2,,2023-11-04T07:26:04,2023-11-04T16:43:44,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-11-05,11.8,8.1,9.8,11.8,5.2,8.7,8.6,92.3,2.982,100,79.17,rain,0.0,0.0,47.2,18.3,173.7,976.7,89.6,30.6,24.2,2.1,1,,2023-11-05T07:27:59,2023-11-05T16:41:51,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-11-06,11.6,8.7,10.0,11.6,5.8,8.9,7.4,83.5,0.63,100,29.17,rain,0.0,0.0,56.2,24.2,226.1,995.8,72.0,38.8,18.3,1.6,1,,2023-11-06T07:29:54,2023-11-06T16:40:01,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-11-07,11.5,7.9,9.5,11.5,5.0,7.8,7.1,84.9,0.708,100,37.5,rain,0.0,0.0,49.0,22.6,214.5,1005.9,64.6,35.9,30.9,2.6,2,,2023-11-07T07:31:49,2023-11-07T16:38:12,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-11-08,10.6,7.9,9.1,10.6,4.7,7.0,6.4,83.8,1.56,100,25.0,rain,0.0,0.0,50.8,22.8,212.1,1007.8,89.2,35.8,28.7,2.4,1,,2023-11-08T07:33:44,2023-11-08T16:36:25,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-11-09,11.3,6.7,9.0,11.3,4.6,7.0,8.0,93.5,5.042,100,58.33,rain,0.0,0.0,48.6,20.6,190.7,1000.1,96.3,24.8,12.1,1.0,1,,2023-11-09T07:35:39,2023-11-09T16:34:40,0.87,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-11-10,9.1,6.9,7.8,7.4,4.1,5.3,5.9,87.5,2.612,100,45.83,rain,0.0,0.0,48.2,17.8,190.8,996.4,95.9,36.4,24.6,2.0,2,,2023-11-10T07:37:34,2023-11-10T16:32:57,0.91,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-11-11,8.6,0.5,6.6,7.2,-1.0,5.3,5.5,92.7,0.414,100,41.67,rain,0.0,0.0,26.3,11.1,200.4,1000.0,81.8,19.3,15.3,1.4,1,,2023-11-11T07:39:28,2023-11-11T16:31:16,0.94,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"00704,E9645,04857,01981,00760,01975,04039"
"53.562762,9.573723",2023-11-12,8.8,1.8,6.3,7.0,0.0,4.3,5.4,93.9,1.988,100,54.17,rain,0.0,0.0,28.1,14.4,205.0,1005.3,48.8,11.5,19.8,1.7,1,,2023-11-12T07:41:21,2023-11-12T16:29:37,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"00704,E9645,04857,01981,00760,01975,04039"
